Mścisława;Mścisławo;K
Mściwój;Msciwoju;M
Myślibor;Myśliborze;M
Myślimir;Myślimirze;M
Naczesław;Naczesławie;M
Nadbor;Nadborze;M
Nadia;Nadio;K
Nadmir;Nadmir;M
Nadzieja;Nadziejo;K
Namysław;Namysławie;M
Napoleon;Napoleonie;M
Narcyz;Narcyzie;M
Narcyza;Narcyzo;K
Natalia;Natalio;K
Natalis;Natalisie;M
Natasza;Nataszo;K
Naum;Naumie;M
Nawoj;Nawoju;M
Nelly;Nelly;M
Nemezjusz;Nemezjuszu;M
Nestor;Nestorze;M
Nicefor;Niceforze;M
Niecisław;Niecisławie;M
Niedamir;Niedamirze;M
Niegomir;Niegomirze;M
Niegosław;Niegosławie;M
Niegosława;Niegosławo;K
Niemir;Niemirze;M
Niezamysł;Niezamyśle;M
Nieznamir;Niezamirze;M
Nikanor;Niekanorze;M
Nikifor;Nikiforze;M
Nikita;Nikito;K
Nikodem;Nikodemie;M
Nimfa;Nimfo;K
Nina;Nino;K
Ninogniew;Ninogniewie;M
Ninomysł;Ninomyśle;M
Noe;Noe;M
Nonna;Nonna;K
Nora;Noro;K
Norbert;Norbercie;M
Norberta;Norberto;K
Norma;Normo;K
Norman;Normanie;M
Nosisław;Nosisławie;M
Oda;Odo;K
Odil;Odilu;M
Odila;Odilo;K
Odilla;Odillo;K
Odo;Odo;M
Odon;Odonie;M
Odyseusz;Odyseuszu;M
Ofelia;Ofelio;K
Oksana;Oksano;K
Oktawia;Oktawio;K
Oktawian;Oktawianie;M
Oktawiusz;Oktawiuszu;M
Olaf;Olafie;M
Olech;Olechu;M
Oleg;Olegu;M
Olga;Olgo;K
Olgierd;Olgierdzie;M
Olimpia;Olimpio;K
Oliwia;Oliwio;K
Oliwier;Oliwierze;M
Onufry;Onufry;M
Orchidea;Orchideo;K
Orestes;Orestes;M
Orfeusz;Orfeuszu;M
Oriana;Orianno;K
Oskar;Oskarze;M
Ostap;Ostapie;M
Oswald;Oswaldzie;M
Oswalda;Oswaldo;K
Otomar;Otomarze;M
Otto;Otto;M
Otton;Ottonie;M
Otylia;Otylio;K
Ozanna;Ozanno;K
Pafnucy;Pafnucy;M
Pakosław;Pakosławie;M
Pakosz;Pakoszu;M
Paloma;Palomo;K
Pankracy;Pankracy;M
Pantaleon;Pantaleonie;M
Paramon;Paramonie;M
Parys;Parysie;M
Paschalis;Paschalisie;M
Patrycja;Patrycjo;K
Patrycjusz;Patrycjuszu;M
Patrycy;Patrycy;M
Patryk;Patryku;M
Paula;Paulo;K
Paulin;Paulinie;M
Paulina;Paulino;K
Paweł;Pawle;M
Pelagia;Pelagio;K
Pelagiusz;Pelagiuszu;M
Perpetua;Perpetuo;K
Petronela;Petronelio;K
Petronia;Petroniu;K
Petroniusz;Petroniuszu;M
Pęcisław;Pęcisławie;M
Pęcisława;Pęcisławo;K
Pękosław;Pękosławie;M
Pia;Pia;K
Pimen;Pimenie;M
Piotr;Piotrze;M
Pius;Piusie;M
Placyd;Placydzie;M
Placydia;Placydio;K
Platon;Platonie;M
Pola;Polu;K
Polikarp;Polikarpie;M
Pompejusz;Pompejuszu;M
Porfirion;Porfirionie;M
Potencjana;Potencjano;K
Prakseda;Praksendo;K
Priam;Priamie;M
Probus;Probusie;M
Prochor;Prochorze;M
Prokop;Prokopie;M
Prosimir;Prosimirze;M
Prosper;Prosperze;M
Prot;Procie;M
Protazy;Protazy;M
Prudencjusz;Prodencjuszu;M
Pryska;Prysko;K
Przecław;Przecławie;M
Przecława;Przecławo;K
Przedbor;Przedborze;M
Przedpełk;Przedpeku;M
Przedwoj;Przedwoju;M
Przemił;Przemile;M
Przemysł;Przemyślu;M
Przemysław;Przemysławie;M
Przesław;Przesławie;M
Przybyczest;Przybyczeście;M
Przybygniew;Przybygniewie;M
Przybymir;Przybymirze;M
Przybyrad;Przybradzie;M
Przybysław;Przybysławie;M
Przybysława;Przybysławo;K
Przybywoj;Przybywoju;M
Pudecjanna;Pudecjanno;K
Pudens;Pudensie;M
Pulcheria;Pulcherio;K
Racibor;Raciborze;M
Racimir;Racimirze;M
Racisław;Racisławie;M
Radek;Radku;M
Radociech;Radociechu;M
Radogost;Radogościu;M
Radomił;Radomirze;M
Radomiła;Radomiło;K
Radomir;Radomirze;M
Radomysł;Radomyślu;M
Radosław;Radosławie;M
Radosława;Radosławo;K
Radowid;Radowidzie;M
Radowit;Radowicie;M
Radzim;Rzdzimie;M
Radzimierz;Radzimierzu;M
Radzimir;Radzimirze;M
Radzisław;Radzisławie;M
Radzisława;Radzisławo;K
Radziwoj;Radziwoju;M
Rafael;Rafaelu;M
Rafaela;Rafaelo;K
Rafał;Rafale;M
Rainer;Rainerze;M
Raissa;Raisso;K
Rajmund;Rajmundzie;M
Rajmunda;Rajmundo;K
Rajnold;Rajnoldzie;M
Ramon;Ramonie;M
Ramona;Ramono;K
Rebeka;Rebeko;K
Redogort;Redogorcie;M
Regina;Regino;K
Reinhold;Reinholdzie;M
Remigiusz;Remigiuszu;M
Rena;Reno;K
Renat;Renacie;M
Renata;Renato;K
RenÃ©;RenÃ©;M
Rita;Rito;K
Robert;Robercie;M
Roberta;Roberto;K
Roch;Rochu;M
Roderyk;Roderyku;M
Rodryg;Rodrydzie;M
Rodryk;Rodryku;M
Roger;Rogerze;M
Roksana;Roksano;K
Roland;Rolandzie;M
Roma;Romo;K
Roman;Romanie;M
Romana;Romano;K
Romeo;Romeo;M
Romuald;Romualdzie;M
Ronald;Ronaldzie;M
Rościgniew;Rościgniewie;M
Rościmir;Rościmirze;M
Rościsław;Rościsławie;M
Rościsława;Rościsławo;K
Rozalia;Rozalio;K
Rozanna;Rozanno;K
Rozyna;Rozyno;K
Róża;Różo;K
Rudolf;Rudolfie;M
Rudolfa;Rudolfo;K
Rudolfina;Rudolfino;K
Rufin;Rufinie;M
Rufina;Rufino;K
Rufus;Rufusie;M
Rupert;Rupercie;M
Ruprecht;Ruprechcie;M
Ruta;Ruto;K
Rygobert;Rygobercie;M
Ryszard;Ryszardzie;M
Ryszarda;Ryszardo;K
Saba;Sabo;K
Sabin;Sabinie;M
Sabina;Sabino;K
Salome;Salome;K
Salomea;Salomeo;K
Salomon;Salomonie;M
Salwator;Salwatorze;M
Salwin;Salwinie;M
Sambor;Samborze;M
Samson;Samsonie;M
Samuel;Samuelu;M
Samuela;Samuelo;K
Sandra;Sandro;K
Sara;Saro;K
Saturnin;Saturninie;M
Saturnina;Saturnino;K
Sawa;Sawo;K
Sawin;Sawinie;M
Sądomir;Sądomirze;M
Sądosław;Sądosławie;M
Scholastyka;Scholastyko;K
Sebald;Sebaldzie;M
Sebastian;Sebastianie;M
Sebastiana;Sebastiano;K
Selma;Selmo;K
Serafin;Serafinie;M
Serafina;Serafinio;K
Sergiusz;Sergiuszu;M
Serwacy;Serwacy;M
Sewer;Sewerzy;M
Sewera;Sewero;K
Sewerian;Sewerianie;M
Seweryn;Sewerynie;M
Seweryna;Seweryno;K
Sądzimir;Sądzimirze;M
Sędzisław;Sędzisławie;M
Sędzisława;Sędzisławo;K
Sędziwoj;Sędziwoju;M
Sieciech;Sieciechu;M
Sieciesław;Sieciesławie;M
Sieciesława;Sieciesławo;K
Siemiodrog;Siemiodrodzie;M
Siemirad;Siemieradzie;M
Siemisław;Siemiesławie;M
Siemomysł;Siemomyślu;M
Siemowit;Siemowicie;M
Sierosław;Sierosławie;M
Sierosława;Sierosławo;K
Siestrzemił;Siestrzemilu;M
Siestrzewit;Siestrzewicie;M
Skarbimierz;Skarbmierzu;M
Skarbimir;Skarbmirze;M
Sława;Sławo;K
Sławobor;Sławoborze;M
Sławoj;Sławoju;M
Sławomir;Sławomirze;M
Sławomira;Sławomiro;K
Sławosz;Sławoszu;M
Sobiesąd;Sobiesądzie;M
Sobiesław;Sobiesławie;M
Sobiesława;Sobiesławo;K
Sofia;Sofio;K
Sofroniusz;Sofroniuszu;M
Sonia;Soniu;K
Soter;Soterze;M
Sozant;Sozancie;M
Spirydion;Spirydionie;M
Spycigniew;Spycigniewie;M
Spycimir;Spycimirze;M
Spycisław;Spycisławie;M
Stanimir;Stanimirze;M
Stanisław;Stanisławie;M
Stanisława;Stanisławo;K
Stefan;Stefanie;M
Stefania;Stefanio;K
Stella;Stello;K
Stojgniew;Stojgniewie;M
Stojmir;Stojmirze;M
Stojsław;Stojsławie;M
Stosław;Stosławie;M
Stronisław;Stronisławie;M
Stronisława;Stronisławo;K
Strzeżymir;Strzeżymirze;M
Strzeżysław;Strzeżysławie;M
Strzeżysława;Strzeżysławo;K
Strzeżywoj;Strzeżywoju;M
Sulibor;Suliborze;M
Sulimiera;Sulimiero;K
Sulimierz;Sulimierzu;M
Sulimir;Sulimirze;M
Sulirad;Suliradzie;M
Sulisław;Sulisławie;M
Sulisława;Sulisławo;K
Suliwoj;Suliwoju;M
Sulpicjusz;Sulpiscjuszu;M
Swetłana;Swetłano;K
Sybilla;Sybillo;K
Sydonia;Sydonino;K
Sykstus;Sykstusie;M
Sylwan;Sylwanie;M
Sylwana;Sylwano;K
Sylweriusz;Sylweriuszu;M
Sylwery;Sylwesty;M
Sylwester;Sylwestrze;M
Sylwia;Sylwio;K
Sylwin;Sylwinie;M
Sylwiusz;Sylwiuszu;M
Symeon;Symeonie;M
Symforiana;Symforiano;K
Symplicjusz;Symplicjuszu;M
Szarlota;Szarloto;K
Szczepan;Szczepanie;M
Szczęsna;Szczęsna;K
Szczęsny;Szczęsny;M
Szeliga;Szeligo;K
Szwieciech;Szwieciechy;M
Szymon;Szymonie;M
Szymoneta;Szymoneto;K
Ścibor;Ściborze;M
Ścibora;Ściboro;K
Światozar;Światozarze;M
Świeciech;Świeciechu;M
Święcimir;Święcimirze;M
Świętobor;Świętoborze;M
Świętochna;Świętochno;K
Świętomir;Świętomirze;M
Świętomira;Świętomiro;K
Świętopełk;Świetopełku;M
Świętosław;Świętosławie;M
Świętosława;Świętosławo;K
Tacjana;Tacjano;K
Tacjanna;Tacjanno;K
Tacjusz;Tacjuszu;M
Tadeusz;Tadeuszu;M
Taida;Taido;K
Tamara;Tamara;K
Taras;Tarasie;M
Tatiana;Tatiano;K
Tekla;Teklo;K
Telesfor;Telesforze;M
Telimena;Telimeno;K
Telisława;Telisławie;K
Teobald;Teobaldzie;M
Teodor;Teodorze;M
Teodora;Teodoro;K
Teodoryka;Teodoryko;K
Teodozja;Teodozjo;K
Teodozjusz;Teodozjuszu;M
Teofil;Teofilu;M
Teofila;Teofilo;K
Terencjusz;Terencjuszu;M
Teresa;Tereso;K
Tezeusz;Tezeuszu;M
Tęgomir;Tęgomirze;M
Tobiasz;Tobiszu;M
Toligniew;Toligniewie;M
Tolimir;Tolimirze;M
Tolisław;Tolisławie;M
Tolisława;Tolisławo;K
Toma;Tomo;K
Tomasz;Tomaszu;M
Tomił;Tomilu;M
Tomir;Tomirze;M
Tomira;Tomiro;K
Tomisław;Tomisławie;M
Tomisława;Tomisławo;K
Torpet;Torpecie;M
Toska;Tosko;K
Tristan;Tristianie;M
Trofim;Trofimie;M
Trzebimir;Trzebimirze;M
Trzebisław;Trzebisławie;M
Trzebisława;Trzebisławo;K
Trzebomysł;Trzebomyślu;M
Trzebowit;Trzebowicie;M
Twardosław;Twardosławie;M
Tworzymir;Tworzymirze;M
Tworzysław;Tworzysławie;M
Tworzysława;Tworzysławo;K
Tyberiusz;Tyberiuszu;M
Tyburcjusz;Tyburcjuszu;M
Tycjan;Tycjanie;M
Tymon;Tymonie;M
Tymoteusz;Tymoteuszu;M
Tytus;Tytusie;M
Ubald;Ubaldzie;M
Ubysław;Ubysławie;M
Ulrych;Ulrychcie;M
Ulryk;Ulryku;M
Ulryka;Ulryko;K
Uniedrog;Uniedogu;M
Uniegost;Uiniegościu;M
Uniemysł;Uniemyśle;M
Uniewit;Wniewicie;M
Unimir;Unimirze;M
Unisław;Unisławie;M
Urban;Urbanie;M
Ursyn;Urcynie;M
Urszula;Urszulo;K
Violetta;Violetto;K
Wacław;Wacławie;M
Wacława;Wacławo;K
Wadim;Wadimie;M
Waldemar;Waldemarze;M
Walenty;Walenty;M
Walentyn;Walentynie;M
Walentyna;Walentyno;K
Waleria;Walerio;K
Walerian;Walerianie;M
Waleriana;Waleriano;K
Waleriusz;Waleriuszu;M
Walery;Walery;M
Walter;Walterze;M
Wanda;Wando;K
Warcisław;Warcisławie;M
Warwara;Warwaro;K
Wasyl;Wasylu;M
Wawrzyniec;Wawrzyńcu;M
Wenancjusz;Wenacjuszu;M
Wendelin;Wendelinie;M
Wenesa;Waneso;K
Wera;Wero;K
Werner;Wernerze;M
Weronika;Weroniko;K
Wespazjan;Wespazjanie;M
Wiaczesław;Wiaczesławie;M
Wielisław;Wielisławie;M
Wielisława;Wielisławo;K
Wieńczysław;Wieńczysławie;M
Wiera;Wiero;K
Wierzchosław;Wierzchosławie;M
Wierzchosława;Wierzchosławo;K
Wiesław;Wiesławie;M
Wiesława;Wiesławo;K
Więcemił;Więcmile;M
Więcemiła;Więcemiło;K
Więcemir;Wiecemirze;M
Więcerad;Więceradzie;M
Więcesław;Więcesławie;M
Więcesława;Wiecesławo;K
Wiktor;Wiktorze;M
Wiktoria;Wiktorio;K
Wiktorian;Wiktorianie;M
Wiktoriusz;Wiktoriuszu;M
Wiktoryn;Wiktorynie;M
Wiktoryna;Wiktoryno;K
Wilhelm;Wilhelmie;M
Wilhelmina;Wilhelmino;K
Wilibald;Wilibaldzie;M
Wilma;Wilmo;K
Wincenta;Wncento;K
Wincenty;Wincenty;M
Więczysław;Więczysławie;M
Wiola;Wiolu;K
Wioletta;Wioletto;K
Wirgiliusz;Wirgiliuszu;M
Wirginia;Wirginio;K
Wirginiusz;Wirginiuszu;M
Wisław;Wisławie;M
Wisława;Wisławo;K
Wit;Wicie;M
Witalian;Witalinie;M
Witalis;Witalisie;M
Witold;Witoldzie;M
Witolda;Witoldo;K
Witołd;Witołdzie;M
Witomił;Witomile;M
Witomir;Witomirze;M
Witosław;Witosławie;M
Witosława;Witosławo;K
Wiwanna;Wiwanno;K
Władymir;Władymirze;M
Władysław;Władysławie;M
Władysława;Władysławo;K
Włodzimierz;Włodzimierzu;M
Włodzimir;Włodzimirze;M
Włodzisław;Włodzisławie;M
Włodzisława;Włodzisławo;K
Włodziwoj;Włodziwoju;M
Włościbor;Włościborze;M
Włościsław;Włościsławie;M
Włościsława;Włościsławo;K
Wodzisław;Wodzisławie;M
Wojbor;Wojborze;M
Wojciech;Wojciechu;M
Wojciecha;Wojciecho;K
Wojmir;Wojmirze;M
Wojsław;Wojsławie;M
Wojsława;Wojsławo;K
Wolfgang;Wolfgangu;M
Wolimir;Wolimirze;M
Wolmar;Wolmarze;M
WrÃ³cimir;WrÃ³cimirze;M
Wrócisław;Wrócisławie;M
Wrócisława;Wrócisławo;K
WrÃ³ciwoj;WrÃ³ciwoju;M
Wrzesław;Wrzesławie;M
Wrzesława;Wrzesławo;K
Wszebąd;Wszebądzie;M
Wszebor;Wszeborze;M
Wszebora;Wszeboro;K
Wszeciech;Wszeciechu;M
Wszegniew;Wszegniewie;M
Wszemił;Wszemile;M
Wszemiła;Wszemiło;K
Wszemir;Wszemirze;M
Wyszemir;Wyszemirze;M
Wyszeniega;Wszeniego;K
Wyszesław;Wyszesławie;M
Wyszesława;Wyszesławo;K
Wyszomir;Wyszomirze;M
Zachariasz;Zachariaszu;M
Zacheusz;Zacheuszu;M
Zawisza;Zawiszo;K
Zbigniew;Zbigniewie;M
Zbisław;Zbisławie;M
Zbroimir;Zbromirze;M
Zbrosław;Zbrosławie;M
Zbygniew;Zbygniewie;M
Zbylut;Zbylucie;M
Zbysław;Zbysławie;M
Zbysława;Zbysławo;K
Zbyszko;Zbyszko;M
Zdobysław;Zdobysławie;M
Zdzibor;Zdziborze;M
Zdzimir;Zdzimirze;M
Zdzisław;Zdzisławie;M
Zdzisława;Zdzisławo;K
Zdziwoj;Zdziwoju;M
Zefir;Zafirze;M
Zefiryn;Zefirynie;M
Zefiryna;Zefiryno;K
Zelmira;Zelmiro;K
Zenobia;Zenobio;K
Zenobiusz;Zenobiuszu;M
Zenon;Zenonie;M
Zenona;Zenono;K
Ziemisław;Ziemisławie;M
Ziemowit;Ziemowicie;M
Zofia;Zofio;K
Zora;Zoro;K
Zorian;Zorianie;M
Zula;Zulu;K
Zuzanna;Zuzanno;K
Zygfryd;Zygfrydzie;M
Zygmunt;Zygmuncie;M
Zyta;Zyto;K
Żaklina;Żaklino;K
Żalina;Żalino;K
Żaneta;Żaneto;K
Żanna;Żanno;K
Żegota;Żegoto;K
Żelisław;Żelisławie;M
Żyrosław;Żyrosławie;M
Żytomir;Żytomirze;M
Żywia;Żywio;K
Żywisław;Żysławie;M
Abdiasz;Abdiaszu;M
Abigail;Abigail;K
Amanda;Amando;K
Asenat;Asenacie;M
Barnabasz;Barnabaszu;M
Batszeba;Batszebo;M
Bazyl;Bazylu;M
Boromeusz;Boromeuszu;M
Chryzostom;Chryzostomie;M
Dajana;Dajano;K
Dalila;Dalilo;K
Damaris;Damarisie;M
Debora;Deboro;K
Denis;Denisie;M
Diomeda;Diomedo;K
Donald;Donaldzie;M
Edmunda;Edmundo;K
Edwarda;Edwardo;K
Eligia;Eligio;K
Elizeusz;Elizeuszu;M
Eunika;Euniko;K
Ezdrasz;Ezdraszu;M
Feliksa;Feliksie;K
Goliat;Goliacie;M
Gwalbert;Gwalbercie;M
Hadrian;Hadrianie;M
Halina;Halino;K
Halka;Halko;K
Halszka;Halszko;K
Hanna;Hanno;K
Harasym;Harasymie;M
Hegezyp;Hegezypie;M
Helena;Heleno;K
Heliasz;Heliaszu;M
Heliodor;Heliodorze;M
Helmut;Helmucie;M
Heloiza;Heloizo;K
Henryk;Henryku;M
Henryka;Henryko;K
Herakles;Heraklesie;M
Herakliusz;Herakliuszu;M
Herbert;Herbercie;M
Herkulan;Herkulanie;M
Herkules;Herkulesie;M
Herman;Hermanie;M
Hermenegild;Hermenegildzie;M
Hermenegilda;Hermenegildo;K
Hermina;Hermino;K
Herminia;Herminino;K
Hiacynt;Hiacyncie;M
Hiacynta;Hiacynto;K
Hieronim;Hieronimie;M
Hilaria;Hilario;K
Hilary;Hilary;M
Hildegarda;Hildegardo;K
Hipolit;Hipolicie;M
Hipolita;Hipolito;K
Honorat;Honoracie;M
Honorata;Honorato;K
Honoriusz;Honoriuszu;M
Honoryna;Honoryno;K
Horacjusz;Horacjuszu;M
Horacy;Horacy;M
Hortensja;Hortensjo;K
Hortensjusz;Hortencjuszu;M
Hubert;Hubercie;M
Huberta;Hubero;K
Hugo;Hugo;M
Hugon;Hugonie;M
Hygin;Hygino;M
Ingrid;Ingrid;K
Izabella;Izabelo;K
Izajasz;Izajaszu;M
Jagna;Jagno;K
Joel;Joelu;M
Jolanda;Jolanto;K
Jozue;Jazue;M
Judasz;Judaszu;M
Kain;Kaimie;M
Kamilla;Kamillo;K
Kanty;Kanty;M
Karin;Karinie;M
Karola;Karolo;K
Kesja;Kesjo;K
Kewin;Kewinie;M
Klaus;Klausie;M
Kondrad;Kondradzie;M
Krzysztofa;Krzysztofo;K
Ksymena;Ksymeno;K
Kurt;Kurcie;M
Leopolda;Leopoldo;K
Lora;Loro;K
Lubomiła;Lubomiło;K
Mansfet;Mansfecie;M
Margot;Margot;K
Martynin;Martyninie;M
Micheasz;Micheaszu;M
Miriam;Miriam;K
Mojżesz;Mojżeszu;M
Nahum;Nahumie;M
Natan;Natanie;M
Natanael;Natanaelu;M
Nehemiasz;Nehemiaszu;M
Neomiła;Noemiło;K
Nepomucen;Nepomucenie;M
Niemira;Niemiro;K
Noemi;Noemi;M
Otniel;Otnielu;M
Ozeasz;Ozeaszu;M
Pakoszław;Pakoszławie;M
Pamela;Pamelo;K
Pryscylla;Pryscyllo;K
Przemysława;Przemysławo;K
Rachela;Rachelo;K
Romualda;Romualdo;K
Ruben;Rubenie;M
Rut;Rut;M
Salezy;Salezy;M
Samanta;Samanto;K
Saul;Saul;M
Swietłana;Swietłano;K
Tadeusza;Tadeuszu;K
Talita;Talito;K
Uriasz;Uriaszu;M
Urlyk;Urlyku;M
Waldemara;Waldemaro;K
Wawrzyn;Wawrzynie;M
Wincentyna;Wincentyno;K
Winicjusz;Winicjuszu;M
Witomysł;Witomyśle;M
Wszerad;Wszeradzie;M
Zbigniewa;Zbigniewo;K
Zygfryda;Zygfrydo;K
Hermenia;Hermenio;K
Hermes;Hermesie;M
Humbert;Humbercie;M
